ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_6;2014-12;Bretagne;8116;8034;82;580;92.8;12.9;Un mois de décembre fortement perturbé par les travaux sur la ligne Rennes-Messac
TER_17;2014-12;Picardie;10807;10673;134;861;91.9;11.4;
TER_11;2015-01;Languedoc Roussillon;4737;4665;72;429;90.8;9.9;
TER_16;2015-01;Pays de la Loire;11178;10980;198;941;91.4;10.7;
TER_17;2015-01;Picardie;10847;10698;149;1039;90.3;9.3;Début d'année difficile avec de nombreux actes de malveillance, principalement des colis suspects.
TER_1;2015-02;Alsace;18052;17859;193;637;96.4;27.0;
TER_6;2015-02;Bretagne;7892;7839;53;464;94.1;15.9;
TER_14;2015-02;Midi Pyrénées;8017;7771;246;710;90.9;9.9;"1. Matériel TER (134 circ.)
2. Dérangements d'installations (123 Circ.)
3. ADC TER (104 Circ.)
4. ASCT TER (33 Circ.)"
TER_16;2015-02;Pays de la Loire;10316;10191;125;846;91.7;11.0;
TER_18;2015-02;Poitou Charentes;3242;3193;49;304;90.5;9.5;
TER_1;2015-03;Alsace;19700;19530;170;704;96.4;26.7;
TER_4;2015-03;Basse Normandie;3265;3244;21;134;95.9;23.2;
TER_8;2015-03;Champagne Ardenne;5948;5891;57;254;95.7;22.2;
TER_9;2015-03;Franche Comté;5672;5636;36;310;94.5;17.2;
TER_15;2015-03;Nord Pas de Calais;19080;18488;592;1552;91.6;10.9;
TER_2;2015-04;Aquitaine;8405;8178;227;1038;87.3;6.9;Des travaux en gare de Bordeaux et dans sa péripherie mettent en difficulté la circulation des trains.
TER_8;2015-04;Champagne Ardenne;5644;5538;106;373;93.3;13.8;"1) 10 et 24/04 : mouvement social local à l'ESV CA 
2) 13/04 : voiture accidentée sur les voies entre Bar sur Aube et Chaumont au PK 223
3) 21/04 : heurt d'un transport exceptionnel routier par le train 1646 au passage à niveau n° 41 à Nangis ayant entrainé de fortes perturbations de la circulation pendant plusieurs jours
4) 22/04 : déraillement d'un train de fret à Epernay ayant entrainé de fortes perturbations de la circulation (+ des restrictions résiduelles de circulation pendant plusieurs semaines)"
TER_13;2015-04;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_16;2015-04;Pays de la Loire;10970;10886;84;529;95.1;19.6;
TER_18;2015-04;Poitou Charentes;3406;3372;34;311;90.8;9.8;Un début de mois toujours fortement impacté par des limitations temporaires de vitesse pour des problemes de voie. Un retour à la normale en fin de mois.
TER_19;2015-04;Provence Alpes Côte d'Azur;14966;14550;416;2640;81.9;4.5;
TER_20;2015-04;Rhône Alpes;27854;27534;320;2724;90.1;9.1;le mois d'avril confirme le retour à une production plus stable et les événements marquants proviennent principalement des  éléments externes et infrastructure
TER_1;2015-05;Alsace;17576;17422;154;432;97.5;39.3;
TER_7;2015-05;Centre;8341;8278;63;505;93.9;15.4;Résultat à l'objectif : 1/Une excellente ponctualité sur les deux lignes Eulériennes : PCLM et Chartres Courtalain. 2/Concernant les lignes Centre : un mois en 2 temps avec une première quinzaine sans incident majeur, puis quelques journées noires. Elles sont marquées par des avaries matériel, des dérangements d'installation, et principalement par feux de talus entre Vierzon et Châteauroux en soirée du 29/05.
TER_7;2015-06;Centre;9080;8984;96;812;91.0;10.1;"Résultat en dessous de l'objectif :
 Les évènements marquants sur les lignes Centre, LTV 40 à St Cyr en Val suite à Fontis, fortes chaleurs avec mise en place de limitations de vitesse sur plusieurs jours pour préserver les installations, ralentissements sur l'axe Château-du-Loir.
Sur les lignes Euréliennes, la LTV 40 à St Cyr en Val impacte l'arrivée des trains en zone parisienne, retards également suite aux fortes chaleurs sur 3 journées, nombreux retards suite aux problèmes d'interdépendance (ex : pannes Transilien)."
TER_10;2015-06;Haute Normandie;5982;5915;67;287;95.1;19.6;
TER_11;2015-06;Languedoc Roussillon;4666;4483;183;599;86.6;6.5;
TER_5;2015-07;Bourgogne;6951;6823;128;610;91.1;10.2;La production a été en dents de scie, marquée par des incidents lourds (plusieurs feux de talus, vol de câble), par de nombreux dérangements (canicule) et une tension forte sur le parc locomotives BB7200R touchant plus particulièrement la Bourgogne Nord.
TER_6;2015-07;Bretagne;7026;6986;40;275;96.1;24.4;
TER_11;2015-07;Languedoc Roussillon;5130;5051;79;839;83.4;5.0;
TER_20;2015-07;Rhône Alpes;27129;26601;528;3408;87.2;6.8;Comme en juin , les impacts de l'externe ( intempéries…) et de l'Infrastructure sont encore importants sur juillet
TER_4;2015-08;Basse Normandie;3672;3640;32;190;94.8;18.2;"Un mois d’aout à l’image de juillet avec des difficultés matériel, des difficultés de circulation et des retards pour causes externe (un vol de cable provoque de nombreux dérangement d'installatiopn en début de mois).
Les suppressions sont en majorité à des absences  de conducteurs mais aussi à des obstacles sur la voie (intempéries du 24 aout dans le Sud-Manche)"
TER_5;2015-08;Bourgogne;6762;6672;90;528;92.1;11.6;"Après une première semaine marquée par 3 incidents lourds, 16 journées consécutives ont été au-dessus de l’objectif.
Les mesures post-déshuntage sur l’axe Cosne – Nevers du 25 au 30/08 pèsent pour 1% sur le résultat global mensuel.
particulièrement la Bourgogne Nord.
Les résultats sur le périurbain de l’étoile dijonnaise sont très bons.
Le plan de transport adapté sur la coupure de ligne Montchanin – Cercy La Tour tient bien (très peu de réclamations clients) avec de bons résultats production (« Dijon – Nevers » et Montchanin – Paray).
L’axe Paris – Laroche est logiquement impacté par le RVB de Champigny S/ Yonne, chantier d’un mois qui a conduit à une adaptation « importante » et à des effets LTV."
TER_14;2015-08;Midi Pyrénées;8120;7958;162;564;92.9;13.1;"1. Externe (139 circ.)
2. Dérangements d'installations (120 Circ.)
3. ADC TER (91 Circ.)
4. Matériel TER (83 Circ.)"
TER_16;2015-08;Pays de la Loire;10550;10417;133;800;92.3;12.0;
TER_20;2015-08;Rhône Alpes;26631;26341;290;2403;90.9;10.0;Un bon mois malgré le phénomène d'événements externes  importants.
TER_7;2015-09;Centre;8935;8810;125;646;92.7;12.6;"Un résultat au dessus de l'objectif conventionnel mais inférieur à notre objectif mensuel. La majorité des incidents se porte sur  le réseau que ce soit en dérangements d'installations (signalisation; zones) et par des phénomènes d'intempéries (vents forts le 16/9 ayant entraîné son lot de branches et arbres sur la voie, pratiquement sur l'ensemble de notre périmètre) mais également des affaissements de voie dus à des fontis sur deux zones (St Cyr en val problème déjà rencontré en juin dernier) et sur Joué les tours. Autre fait à noter : la forte prégnance de l'interdépendance : Transilien sur PCLM  (suite LTV sur zone de Dreux  impactant les TER à St Cyr) Tours Poitiers (impact TGV) et Les Aubrais Vierzon (impact PALITO) cette cause représente environ 16% de nos retards."
TER_12;2015-09;Limousin;4230;4196;34;357;91.5;10.8;"De manière générale, les principaux retards en septembre sont liés :
• Aux défaillances de l’infrastructure pour 2,98 points (en baisse par rapport au mois précédent de plus de 1,5 points) suite  en particulier à la mise en place de LTV pour défaut de géométrie de la voie et fontis sur la ligne 2, et des dérangements  de compteurs d’essieux sur la zone  Beynac / Nexon.  A noter aussi quelques dérangements de signalisation et PN.
• Aux causes externes pour quasi 1,5 points  avec comme faits marquants  en particulier  des chocs avec arbres suite intempéries, des divagations de bestiaux et une collision avec véhicule routier sur Mussidan.
• Aux défaillances du matériel roulant (quai 1,5 points), en hausse d’un demi-point par rapport au mois précédent avec des avaries de portes, d’isolement de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives.
•  Aux correspondances et prises en charge clientèle (0,5 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,5 point.
Suppressions :
•  pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs. 
• suite à des dérangements d’installations (compteur d’essieux, dérangement du système d’exploitation Mistral,…)
• pour l’externe suite intempérie et acte de malveillance
• suppression suite à secours d’un train Fret"
TER_19;2015-09;Provence Alpes Côte d'Azur;15924;15444;480;2542;83.5;5.1;
TER_2;2015-10;Aquitaine;8739;8470;269;1036;87.8;7.2;"""Des travaux en gare de Bordeaux et dans sa périphérie mettent en difficulté la circulation des trains. 
Incidents du mois: Collision avec un camion à Preignac, Détresse Euro Cargo Rail à Libourne, Bris de barrière au PN de Malause, Accident de personne à Labourheyre """
TER_6;2015-10;Bretagne;8185;8098;87;473;94.2;16.1;
TER_15;2015-10;Nord Pas de Calais;18904;18489;415;1822;90.1;9.1;
TER_18;2015-10;Poitou Charentes;3423;3392;31;352;89.6;8.6;La nouvelle limitation de vitesse à 40km/h sur l'axe Poitiers- La Rochelle conduit à une forte baisse de al régularité sur cet axe, faisant baisser la régularité globale Poitou-Charente.
TER_1;2015-11;Alsace;18297;18130;167;1056;94.2;16.2;Nombreux heurts avec gibiers
TER_3;2015-11;Auvergne;5200;5017;183;555;88.9;8.0;Événements externes, Problèmes matériels, dérangements d'installations
TER_6;2015-11;Bretagne;7911;7832;79;647;91.7;11.1;
TER_15;2015-11;Nord Pas de Calais;18760;18339;421;2443;86.7;6.5;
TER_17;2015-11;Picardie;10878;10691;187;1381;87.1;6.7;Un mois en-dessous de l'objectif avec un lourd impact des intempéries (adhérence dégradée et arbres dans la voie) et des gènes de circulation avec les trains des autres EF, mais également des avaries du matériel.
TER_20;2015-11;Rhône Alpes;27732;26978;754;3705;86.3;6.3;Mois qui se dégrade  dû principalement aux événements externes ( malveillance, colis suspects dans les gares et accidents de personnes), à l'Infrastructure( travaux) et aux incidents matériel
TER_5;2015-12;Bourgogne;7542;7347;195;716;90.3;9.3;"Mois de décembre pénalisé par les travaux sur Bourgogne Nord, défaillance Matériel (7200 et BGC)
Nota : Panne du PAI Melun nous faisant perdre à elle seule l'obectif du mois"
TER_6;2015-12;Bretagne;8447;8344;103;412;95.1;19.3;
TER_8;2015-12;Champagne Ardenne;6359;6287;72;311;95.1;19.2;"pas de faits marquants durant ce mois. Les motifs de retards sont variés : défaillances de matériels et attentes de personnels ; colis suspects dans des trains ; dérangements de signaux et de passages à niveau ; etc…"
TER_13;2015-12;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
TER_5;2016-01;Bourgogne;7767;7715;52;658;91.5;10.7;"""11 axes sur 15 sont à l’objectif
1ère activité TER en Janvier 2016"""
TER_8;2016-01;Champagne Ardenne;6186;6132;54;392;93.6;14.6;"""1) défaillances de matériel durant tout le mois ;
2) dérangements d'installations diverses (PN, signaux, rails cassés,…) ;
3) le 18 : fortes perturbations de la circulation vers Chalons suite au heurt par le 839105 d'une voiture égarée sur un passage planchéié ;
4) le 22 : évacuation de la gare de Reims suite à la découverte d'un colis suspect dans le train 839928"""
TER_10;2016-01;Haute Normandie;5821;5773;48;306;94.7;17.9;
TER_12;2016-01;Limousin;4212;4154;58;304;92.7;12.7;"De manière générale, les principaux retards en janvier sont liés :
• Aux défaillances de l’infrastructure pour 1 point suite en particulier à des dérangements d’installations : intervalles et compteurs d’essieux sur lignes 2 et 3, système d’exploitation de la ligne 8, signalisation sur ligne 4, et quelques PN.
• Aux causes externes pour 1,6 point  avec des  divagations ou heurts  de bestiaux, des chutes d’arbres,   un bri de barrière de PN par un tiers sur ligne 8, et un accident de personne en gare de Limoges.
• Aux défaillances du matériel roulant (1,9 point), en augmentation par rapport au mois précédent avec des avaries de portes, des difficultés de formation d’UM, d’isolements de moteurs… et des difficultés de gestion des rames au dépôt entrainant des sorties tardives. 
•  Aux correspondances et prises en charge clientèle (0,5 point), 
• A des causes liées aux conducteurs et ASCT pour quasi 0,2 point.

Suppressions :
• pour défauts ou défaillances de matériel.
•  pour absences et/ou défaut de conducteurs.
•  suite réutilisation des ressources 
•  suite secours d’un autre train
• suite panne d’un train travaux.
•  liées au dérangement du CAPI sur Brive
•  pour causes externes : divagations d’animaux, heurt avec arbres et accidents de personne en gare de Limoges."
TER_19;2016-01;Provence Alpes Côte d'Azur;15923;15387;536;1952;87.3;6.9;Début d'année en amélioration  , favorisé par la baisse des incidents externes et des dérangements  liés à l’infrastructure.
TER_6;2016-02;Bretagne;7859;7761;98;353;95.5;21.0;
TER_8;2016-02;Champagne Ardenne;5745;5698;47;333;94.2;16.1;La production a été particulièrement dégradée le 08 (intempéries / panne du train 1745 / câble de signalisation arraché au cours de travaux réalisés par une entreprise externe) et le 16 (défaillances de matériel / enfants dans les voies / dérangements de PN / colis suspect à Paris-Est / ...)
TER_11;2016-02;Languedoc Roussillon;4520;4438;82;445;90.0;9.0;
TER_15;2016-02;Nord Pas de Calais;18831;18130;701;1642;90.9;10.0;
TER_19;2016-02;Provence Alpes Côte d'Azur;14010;13707;303;1771;87.1;6.7;Consolidation des résultats
TER_4;2016-03;Basse Normandie;3098;3051;47;186;93.9;15.4;"Ce mois de mars est bien en dessous de l'objectif. 
La production est marquée par les mouvements sociaux des 9 et 31 mars. Cependant nous avons aussi du assurer de nombreuses correspondances avec des trains intercité. Enfin nous avons subit de beaucoup de retards pour des causes externes (obstacles sur la voie, intempéries...)."
TER_8;2016-03;Champagne Ardenne;5739;5666;73;261;95.4;20.7;"Bon mois pour la régularité du TER CA qui dépasse son objectif (95,00 %). 
L'Activité a cependant été impactée par des mouvements sociaux, des travaux sur la ligne classique Paris-Strasbourg (tunnel d'Armentières), quelques actes de malveillance, dérangements d'installations diverses et défaillances de matériel."
TER_9;2016-03;Franche Comté;5534;5468;66;369;93.3;13.8;
TER_15;2016-03;Nord Pas de Calais;18120;17471;649;1436;91.8;11.2;
TER_4;2016-04;Basse Normandie;3123;3083;40;185;94.0;15.7;"Les résultats restent encore très médiocres ce mois-ci avec une Ponctualité bien inférieure à la moyenne des années précédentes. 
Si l'évènement marquant du mois est la grève du 26 avril, la principale cause de retard ainsi que de suppression est le matériel. En effet, nous avons subi des demandes de secours qui ont eu beaucoup de conséquences. 
Nous avons aussi du assurer de nombreuses correspondances avec des trains Intercités."
TER_12;2016-04;Limousin;3784;3745;39;218;94.2;16.2;
TER_14;2016-05;Midi Pyrénées;6642;6502;140;637;90.2;9.2;1. Cause Externe (5 034 minutes perdues) 2. Dérangements d'installations (2 830minutes perdues) 3. Matériel TER (1 372 minutes perdues) 4. ADC TER (1 199 minutes perdues)
TER_18;2016-05;Poitou Charentes;3043;2993;50;394;86.8;6.6;Limitation de vitesse temporaire de Beillant qui impactent  La-Rochelle/Bordeaux et Saintes/Angoulême.
TER_2;2016-06;Aquitaine;5478;5332;146;765;85.7;6.0;"""La grèves et les malveillances associées ont fortement pénalisé la production des TER en Aquitaine
Incidents du mois : incident caténaire entre coutras et libournes, restitution tardive de travaux à Coutras, dérangement de bloc à Macau, détresse infrarail à Bordeaux …."""
TER_3;2016-06;Auvergne;3768;3673;95;275;92.5;12.4;Externe (1,62 %) - Pb réseau (1,15%) - Pb matériel (1,04%) Mouvement social (1,69%)
TER_13;2016-06;Lorraine;10008;9431;577;645;93.2;13.6;
TER_14;2016-06;Midi Pyrénées;5234;5103;131;627;87.7;7.1;1. Cause Externe (2 696 minutes perdues) 2. Dérangements d'installations (1 664 minutes perdues) 3. Escale TER (957 minutes perdues) 4. Mouvement social (782 minutes perdues)
TER_17;2016-06;Picardie;7791;7608;183;1078;85.8;6.1;Un mois marqué par des dérangements d'installations de l'Infra dont le rail cassé à St Denis le 27/06. Egalement de nombreuses causes extérieures liées aux intempéries. De nombreux trains sont irréguliers suite aux mouvements sociaux
TER_20;2016-06;Rhône Alpes;19905;19593;312;3143;84.0;5.2;Grandes difficultées de production liées au mouvements sociaux
TER_18;2016-07;Poitou Charentes;3499;3411;88;357;89.5;8.6;Fin de la fermeture de ligne pour travaux entre Niort et La Rochelle avec une reprise à vitesse limitée (entrainant de nombreux retards)
TER_1;2016-08;Alsace;15753;15675;78;385;97.5;39.7;
TER_7;2016-08;Centre;9341;9205;136;729;92.1;11.6;"De nombreux incidents, lours de conséquences en terme de retard ont perturbé de nombreuses lignes du TER Centre : un rail cassé à Vanves sur la ligne PCLM n'ayant pu être changé rapidement car situé sur un aiguillage ; une défaillance de signalisation liée aux températures très élevées sur cette ligne également. L'impact des LTV Chaleurs sur les axes Paris Orléans et Châteaudun ; deux suicides également."
TER_8;2016-08;Champagne Ardenne;5977;5927;50;275;95.4;20.6;"Bon mois pour la régularité du TER CA qui dépasse son objectif (95,00 %). 
Comme en Juillet, l'Activité a été impactée  par les mesures fortes chaleurs prises dans la région de Paris-Est durant la 2e quinzaine du mois. De plus, la production a été perturbée le 30/08 par plusieurs incendies près des voies  causés par des freins serrés sur un train de fret."
TER_10;2016-08;Haute Normandie;5872;5804;68;243;95.8;22.9;Des difficultés matériel ont marqué le mois d'août, notamment du fait d'espacements et de correspondances. Un accident de personne sur le secteur de Mantes La Jolie (78) a perturbé les circulations le 23 août.
TER_17;2016-08;Picardie;9692;9551;141;873;90.9;9.9;Un mois en dessous de l'objectif avec un lourd impact des causes extérieures et notamment des intempéries (mesures fortes chaleurs sur la seconde partie du mois) et des actes de malveillance. Les avaries du matériel et les dérangements d'installations de l'Infra sont toujours très présents.
TER_18;2016-08;Poitou Charentes;3606;3546;60;352;90.1;9.1;Un mois marqué par  de lourdes LTV (conséquences travaux Niort-La Rochelle et fortes chaleurs) ainsi que des retards TGV plus élevés que d'ordinaire générant des retards pour espacements et pour correspondances.
TER_19;2016-08;Provence Alpes Côte d'Azur;15700;15269;431;2322;84.8;5.6;L'amélioration de la ponctualité et de la régularité n'a pas permis d'atteindre l'objectif de 85%. Plusieurs incendies et d'importants dérangements d'installations expliquent en partie les difficultés de production.
TER_1;2016-09;Alsace;19811;19590;221;696;96.4;27.1;
TER_11;2016-09;Languedoc Roussillon;4720;4615;105;557;87.9;7.3;Le mois de septembre termine au dessus de l'objectif . Les principales causes de retard reste les causes externes ,très marqués par de nombreux incendies sur toute la région. A noter une journée de grève le 15 septembre qui a eu un impact sur notre fiabilité.
TER_14;2016-09;Midi Pyrénées;8443;8293;150;916;89.0;8.1;"1. Cause Externe (7 076 minutes perdues)
2. Dérangements d'installations (4 066 minutes perdues)
3. Matériel TER (1 991 minutes perdues)
4. ADC TER (1 324 minutes perdues)"
TER_16;2016-09;Pays de la Loire;11484;11313;171;962;91.5;10.8;
TER_18;2016-09;Poitou Charentes;3499;3415;84;228;93.3;14.0;Une bonne production en spetembre.
TER_3;2016-10;Auvergne;5251;5142;109;364;92.9;13.1;pb matérie(1,00%)-production TER (0,82%)- ADC TER (0,82%)
TER_4;2016-10;Basse Normandie;3170;3146;24;177;94.4;16.8;Le résultat de ce mois d'octobre est bien meilleurs que l'objectif. Cela s'explique par une météo clémente, qui a retardé la chute des feuilles (qui diminue habituellement l'adhérence du rail à cette période). Ce sont des dérangements d'installations qui ont entrainé le plus de retard ce mois-ci.
TER_6;2016-10;Bretagne;8078;8019;59;351;95.6;21.8;
TER_10;2016-10;Haute Normandie;5788;5724;64;248;95.7;22.1;Des actes de malveillance ont perturbé les circulations ferroviaires au cours du mois d'octobre : colis suspect  suspicion de tirs de projectiles…etc. Il est à noter une nette diminution des suppressions par rapport à 2015 (droit d'alerte  des agents de conduite sur les Z27600 en octobre 2015).
TER_19;2016-10;Provence Alpes Côte d'Azur;15096;14581;515;2334;84.0;5.2;Le mois d'octobre a été marqué par une augmentation de l'incidentologie, ayant pour origine les intempéries qui ont provoqué l'affaissement de voie entre Marseille et Aubagne entrainant une forte dégradation de notre production.
TER_12;2016-11;Limousin;3973;3907;66;785;79.9;4.0;Impact matériel élevé (restriction sur Engin) + LTV + causes externes en nettes  croissance
TER_18;2016-11;Poitou Charentes;3368;3300;68;543;83.5;5.1;Des retards conséquents pour des limitations temporaires de vitesse entre Tours et Bordeaux ainsi qu'entre Niort et Saintes.
TER_1;2016-12;Alsace;19021;18670;351;1088;94.2;16.2;"""Ralentissement suite travaux entre Strasbourg et Saverne + 
encore beaucoup de colis abandonnés + 
Nombreux enrayages suite aux intempéries"""
TER_14;2016-12;Midi Pyrénées;8205;7998;207;1185;85.2;5.7;"1. Cause Externe (6 689 minutes perdues)
2. Dérangements d'installations (2 778 minutes perdues)
3. Matériel TER (2 038 minutes perdues)
4. ADC TER ( 1 581 minutes)"
TER_17;2016-12;Picardie;10791;10572;219;1085;89.7;8.7;Un mois en hausse mais en-dessous de l'objectif avec un lourd impact des dérangements d'installations de l'Infra, avec notamment 3 arrachements caténaires dans le périmètre de Paris-Nord le 6 et le 7 décembre, et de nombreuses causes extérieures.
TER_5;2017-01;Bourgogne;7694;7587;107;713;90.6;9.6;"""Beaucoup de LTV dont celle de Meursault causes de l'irrégularité.
Problématique matériels"""
TER_9;2017-01;Franche Comté;5850;5744;106;697;87.9;7.2;"Un mois de Janvier très difficile en
terme de production. Les
intempéries (forte gelées, chutes
de neige) ont eu un impact
important sur le matériel roulant et
les installations ferroviaires."
TER_14;2017-01;Midi Pyrénées;8724;8529;195;1270;85.1;5.7;"1. Intempéries, malveillance (8 267 minutes perdues)
2. Dérangements d'installations (4 418 minutes perdues)
3. Détresse matériel roulant (3 637 minutes perdues)
4. ADC TER (1 510minutes perdues)"
TER_3;2017-02;Auvergne;4732;4653;79;366;92.1;11.7;
TER_4;2017-02;Basse Normandie;2949;2911;38;164;94.4;16.8;Ce mois de février est meilleur que janvier mais moins bon que ce que l'on peut attendre à cette période. Nous avons encore subit des causes externes avec des intempéries (branches à Mézidon le 7) et des actes de malveillance (incendie à bréval le 25). Nous avons toujours beaucoup de retards pour correspondance avec des Intercités ainsi que pour des défaillances matériel.
TER_5;2017-02;Bourgogne;6826;6763;63;562;91.7;11.0;"""mois impacté par des LTV (Clerval + héricourt et Meursault) et Début des travaux sur BG Nord
Quelques Tension en ressource ADC Nevers"""
TER_10;2017-02;Haute Normandie;5546;5476;70;208;96.2;25.3;un mois marqué par des actes de malveillance:individus dans les voies à sartrouville le 08/02, incendie dans un poste en IDF le 25/02, vol de cable à Pavilly le 27/02. Pour le TER, un mois marqué par des attentes de correspondance et des problèmes matériel
TER_15;2017-02;Nord Pas de Calais;17596;17371;225;1259;92.8;12.8;Ce mois de Février affiche une bonne régularité. Les causes externes représentent  à nouveau la principale cause d’irrégularité, les vents forts de la journée du 23 ont provoqué la chute d’un câble EDF sur la caténaire aux environs de Strazeele ayant généré de nombreux retards. On relève également un accident de personne aux environs d’Evin Malmaison. Le nombre d’actes de malveillance et notamment sur les installations de passages à niveau reste élevé.
TER_17;2017-02;Picardie;10186;10072;114;796;92.1;11.7;LTV glissante toujours en place, jusqu'au 13/02, et plus généralement, nombreux retards imputables à l'Infra-Equipement (dérangements et travaux) et l'Infra-Circulation.
TER_19;2017-02;Provence Alpes Côte d'Azur;13984;13553;431;1796;86.7;6.5;La baisse de l'incidentologie, notamment sur les quinze derniers jours du mois de février entraine une nette amélioration de la régularité et donc de la ponctualité.
TER_20;2017-02;Rhône Alpes;27431;27157;274;3193;88.2;7.5;Ue amélioration  sur les suppressions et les retards, marqué en février par les événements externes
TER_1;2017-03;Grand Est;44810;43948;862;1721;96.1;24.5;suite de l'accident ferroviaire au Luxembourg et derangements d'infrastructures
TER_5;2017-03;Bourgogne;7528;7388;140;679;90.8;9.9;"""RVB Travaux Nord et Sud BG impactant la ponctualité
Suppressions importantes pour mouvement de personnel suite agression ASCT (10/03)"""
TER_7;2017-03;Centre;10020;9904;116;602;93.9;15.5;Un excellent mois pour la Région Centre où nous finissons à 93,2% de Ponctualité de Fin de Parcours. Quand bien même la tempête Zeus nous à bien impacté avec son lot de chutes d'arbres et d'objets divers sur la voie, ces résultats nous permettent de redresser la barre en regard de ceux de janvier.
TER_9;2017-03;Franche Comté;5900;5831;69;463;92.1;11.6;Les résultats du mois de mars 2017 enregistrent une nette progression avec +2,37 points de ponctualité. Le taux d'annulation reste maitrisé à 1,17%. Les causes externes (actes de malveillances, accidents, présence de personnes sur les voies...) sont cependant encore en augmentation et atteignent un niveau très élevé : elles représentent 25% des retards ce mois-ci.
TER_14;2017-03;Midi Pyrénées;8727;8573;154;963;88.8;7.9;"1. Intempéries, malveillance (6 340 minutes perdues)
2. Défaillance Engin moteur (2 544 minutes perdues)
3. Dérangements d'installations (2 390 minutes perdues)
4. ADC TER (1 267 minutes perdues)"
TER_16;2017-03;Pays de la Loire;11972;11742;230;822;93.0;13.3;
TER_1;2017-04;Grand Est;40278;39538;740;1612;95.9;23.5;Malgré de nombreux évènements externes (un tiers des retards ), la régularité se situe, pour le second mois consécutif, à un très bon niveau.
TER_5;2017-04;Bourgogne;7002;6943;59;502;92.8;12.8;
TER_6;2017-04;Bretagne;7378;7303;75;874;88.0;7.4;
TER_4;2017-05;Basse Normandie;3133;3102;31;234;92.5;12.3;"Ce mois très difficile est marqué par de gros incidents principalement sur les installations ferroviaire et d'origine externe. 
En effet nous avons eu un feu de traverse le 5 à Lisieux, un accident de personne entre Cherbourg et Valognes le 16, et des branches sur la voie le 18, le 26 et le 29 à différents endroits."
TER_10;2017-05;Haute Normandie;5813;5751;62;284;95.1;19.3;une régularité légèrement en recul par rapport aux mois précédents, en raison de nombreux incidents sur le réseau liés à des défauts techniques mais également des actes de malveillance
TER_19;2017-05;Provence Alpes Côte d'Azur;15683;15337;346;2376;84.5;5.5;Le mois de mai est dans la continuité du mois d'avril. L'objectif n'est pas atteint en terme de régularité, nous observons encore une forte incidentologie ainsi qu'un contexte travaux qui fragilise notre production.
TER_3;2017-06;Auvergne;4335;4270;65;261;93.9;15.4;augmentation des retards pour causes externes
TER_10;2017-06;Haute Normandie;5870;5731;139;407;92.9;13.1;Le début du mois est marqué par de nombreuses chutes d'arbres et de branches accompagnés d'incidents caténaires.  Nous avons connu 2 journées très marquées par de gros incidents (arbres et branches sur les voies, incidents caténaires) les 6 et 8 juin. Un épisode caniculaire du 19 au 22 a entrainé une réduction des vitesses de circulation afin de préserver les installations ferroviaires. Enfin, il y a eu un colis suspect en gare du Havre le 28.
TER_14;2017-06;Midi Pyrénées;8335;8133;202;888;89.1;8.2;1. Dérangements d'installations (4 010 minutes perdues) 2. Intempéries, malveillance (5 240 minutes perdues) 3. Défaillance Engin moteur (3 251 minutes perdues) 4. Prise en charge client (1 044 minutes perdues)
TER_3;2017-07;Auvergne;4492;4428;64;334;92.5;12.3;L'alériotation continue pour les trains supprimés et les événements externes marquent les chiffres ponctualité
TER_6;2017-07;Bretagne;7493;7456;37;278;96.3;25.8;
TER_9;2017-07;Franche Comté;5460;5429;31;334;93.8;15.3;Le taux de ponctualité progresse à nouveau de +0,62% comparé à juin 2017 (+1,24% comparé à Mai 2017). Le mois à été marqué par une augmentation des causes de non ponctualité liées aux causes externes (+3,7%), aux causes infrastructures ferroviaires (+2,8%) et prise en charge voyageurs (+3,9). Au contraire, les causes gestion du trafic (-7%), transporteur (-0,4%), et gestion en gare/réutilisation matériel (-2,7%) connaissent une baisse sensible. Le taux d'annulation s'améliore également (-0,05% comparé à juin).
TER_10;2017-07;Haute Normandie;5616;5534;82;303;94.5;17.3;un mois marqué par de nombreux dérangemements de l'infrastructure ainsi que des difficultés matériel.
TER_2;2017-08;Aquitaine;9918;9698;220;822;91.5;10.8;Le mois d'août ayant été marqué par de nombreux dérangements de signalisation, de passage à niveau et des pannes d'alimentation caténaires. Une forte affluence voyageurs sur les lignes d'Arcachon et Hendaye a impacté le régularité.
